participantId,trialId,trialOrder,responseId,status,rejectReason,rejectTime,percentComplete,description,instruction,responsePrompt,answer,correctAnswer,responseMin,responseMax,startTime,endTime,duration,cleanedDuration,configHash
0900769b-476f-437d-b1ff-88ffd1d66609,10-question,10,vertical_bar_10,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,28,28,0,100,2025-02-23T22:47:26.080Z,2025-02-23T22:47:37.262Z,11182,11182,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,11-question,11,vertical_bar_11,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,63,64,0,100,2025-02-23T22:47:37.336Z,2025-02-23T22:47:57.917Z,20581,20581,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,12-question,12,vertical_bar_12,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,19,19,0,100,2025-02-23T22:47:58.025Z,2025-02-23T22:48:08.435Z,10410,10410,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,13-question,13,vertical_bar_13,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,36,36,0,100,2025-02-23T22:48:08.532Z,2025-02-23T22:48:15.521Z,6989,6989,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,14-question,14,vertical_bar_14,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,42,42,0,100,2025-02-23T22:48:15.591Z,2025-02-23T22:48:22.203Z,6612,6612,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,15-question,15,vertical_bar_15,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,50,50,0,100,2025-02-23T22:48:22.289Z,2025-02-23T22:48:27.768Z,5479,5479,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,16-question,16,vertical_bar_16,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,22,22,0,100,2025-02-23T22:48:27.830Z,2025-02-23T22:48:33.123Z,5293,5293,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,17-question,17,vertical_bar_17,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,27,27,0,100,2025-02-23T22:48:33.209Z,2025-02-23T22:48:39.493Z,6284,6284,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,18-question,18,vertical_bar_18,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,55,55,0,100,2025-02-23T22:48:39.582Z,2025-02-23T22:48:47.490Z,7908,7908,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,19-question,19,vertical_bar_19,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,62,63,0,100,2025-02-23T22:48:47.572Z,2025-02-23T22:48:58.734Z,11162,11162,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,20-question,20,vertical_bar_20,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,37,37,0,100,2025-02-23T22:48:58.803Z,2025-02-23T22:49:04.732Z,5929,5929,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,21-question,21,horizontal_bar_1,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,75,75,0,100,2025-02-23T22:49:04.817Z,2025-02-23T22:49:13.891Z,9074,9074,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,22-question,22,horizontal_bar_2,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,46,46,0,100,2025-02-23T22:49:13.968Z,2025-02-23T22:49:19.875Z,5907,5907,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,23-question,23,horizontal_bar_3,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,68,68,0,100,2025-02-23T22:49:19.948Z,2025-02-23T22:49:25.962Z,6014,6014,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,24-question,24,horizontal_bar_4,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,32,32,0,100,2025-02-23T22:49:26.049Z,2025-02-23T22:49:30.648Z,4599,4599,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,25-question,25,horizontal_bar_5,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,38,38,0,100,2025-02-23T22:49:30.721Z,2025-02-23T22:49:36.688Z,5967,5967,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,26-question,26,horizontal_bar_6,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,21,21,0,100,2025-02-23T22:49:36.767Z,2025-02-23T22:49:41.764Z,4997,4997,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,27-question,27,horizontal_bar_7,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,59,59,0,100,2025-02-23T22:49:41.840Z,2025-02-23T22:49:48.774Z,6934,6934,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,28-question,28,horizontal_bar_8,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,39,39,0,100,2025-02-23T22:49:48.858Z,2025-02-23T22:49:55.905Z,7047,7047,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,29-question,29,horizontal_bar_9,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,25,25,0,100,2025-02-23T22:49:55.989Z,2025-02-23T22:50:02.215Z,6226,6226,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,30-question,30,horizontal_bar_10,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,42,43,0,100,2025-02-23T22:50:02.303Z,2025-02-23T22:50:07.601Z,5298,5298,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,31-question,31,horizontal_bar_11,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,43,44,0,100,2025-02-23T22:50:07.656Z,2025-02-23T22:50:16.853Z,9197,9197,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,32-question,32,horizontal_bar_12,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,46,46,0,100,2025-02-23T22:50:16.932Z,2025-02-23T22:50:22.967Z,6035,6035,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,33-question,33,horizontal_bar_13,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,32,32,0,100,2025-02-23T22:50:23.066Z,2025-02-23T22:50:28.129Z,5063,5063,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,34-question,34,horizontal_bar_14,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,23,24,0,100,2025-02-23T22:50:28.219Z,2025-02-23T22:50:34.037Z,5818,5818,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,35-question,35,horizontal_bar_15,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,14,14,0,100,2025-02-23T22:50:34.108Z,2025-02-23T22:50:40.109Z,6001,6001,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,36-question,36,horizontal_bar_16,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,62,62,0,100,2025-02-23T22:50:40.200Z,2025-02-23T22:50:46.599Z,6399,6399,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,37-question,37,horizontal_bar_17,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,41,41,0,100,2025-02-23T22:50:46.673Z,2025-02-23T22:50:52.029Z,5356,5356,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,38-question,38,horizontal_bar_18,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,58,58,0,100,2025-02-23T22:50:52.119Z,2025-02-23T22:51:22.530Z,30411,30411,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,39-question,39,horizontal_bar_19,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,50,50,0,100,2025-02-23T22:51:22.638Z,2025-02-23T22:51:29.587Z,6949,6949,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,40-question,40,horizontal_bar_20,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,53,53,0,100,2025-02-23T22:51:29.672Z,2025-02-23T22:51:36.093Z,6421,6421,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,41-question,41,reverse_bar_1,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,51,52,0,100,2025-02-23T22:51:36.173Z,2025-02-23T22:51:44.240Z,8067,8067,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,42-question,42,reverse_bar_2,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,31,32,0,100,2025-02-23T22:51:44.323Z,2025-02-23T22:51:53.103Z,8780,8780,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,43-question,43,reverse_bar_3,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,12,13,0,100,2025-02-23T22:51:53.187Z,2025-02-23T22:52:03.249Z,10062,10062,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,44-question,44,reverse_bar_4,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,38,38,0,100,2025-02-23T22:52:03.322Z,2025-02-23T22:52:10.350Z,7028,7028,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,45-question,45,reverse_bar_5,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,59,59,0,100,2025-02-23T22:52:10.416Z,2025-02-23T22:52:17.272Z,6856,6856,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,46-question,46,reverse_bar_6,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,52,53,0,100,2025-02-23T22:52:17.358Z,2025-02-23T22:52:23.418Z,6060,6060,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,47-question,47,reverse_bar_7,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,35,35,0,100,2025-02-23T22:52:23.491Z,2025-02-23T22:52:30.580Z,7089,7089,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,48-question,48,reverse_bar_8,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,39,39,0,100,2025-02-23T22:52:30.659Z,2025-02-23T22:52:38.248Z,7589,7589,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,49-question,49,reverse_bar_9,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,49,49,0,100,2025-02-23T22:52:38.336Z,2025-02-23T22:52:47.102Z,8766,8766,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,50-question,50,reverse_bar_10,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,50,50,0,100,2025-02-23T22:52:47.181Z,2025-02-23T22:52:54.406Z,7225,7225,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,51-question,51,reverse_bar_11,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,50,50,0,100,2025-02-23T22:52:54.493Z,2025-02-23T22:53:09.757Z,15264,15264,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,52-question,52,reverse_bar_12,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,55,55,0,100,2025-02-23T22:53:09.865Z,2025-02-23T22:53:17.211Z,7346,7346,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,53-question,53,reverse_bar_13,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,59,59,0,100,2025-02-23T22:53:17.312Z,2025-02-23T22:53:25.277Z,7965,7965,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,54-question,54,reverse_bar_14,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,41,42,0,100,2025-02-23T22:53:25.399Z,2025-02-23T22:53:31.879Z,6480,6480,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,55-question,55,reverse_bar_15,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,45,45,0,100,2025-02-23T22:53:31.962Z,2025-02-23T22:53:40.168Z,8206,8206,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,56-question,56,reverse_bar_16,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,47,47,0,100,2025-02-23T22:53:40.255Z,2025-02-23T22:53:48.518Z,8263,8263,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,57-question,57,reverse_bar_17,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,65,65,0,100,2025-02-23T22:53:48.590Z,2025-02-23T22:53:54.761Z,6171,6171,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,58-question,58,reverse_bar_18,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,42,43,0,100,2025-02-23T22:53:54.836Z,2025-02-23T22:54:01.378Z,6542,6542,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,59-question,59,reverse_bar_19,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,52,53,0,100,2025-02-23T22:54:01.463Z,2025-02-23T22:54:07.965Z,6502,6502,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
0900769b-476f-437d-b1ff-88ffd1d66609,60-question,60,reverse_bar_20,in progress,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,39,39,0,100,2025-02-23T22:54:08.022Z,2025-02-23T22:54:17.642Z,9620,9620,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,participantTags,null,participantTags,undefined,undefined,undefined,undefined,undefined,undefined,undefined,[],undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
181483a1-6cb3-4c78-9413-cacebd5f77f9,1-question,1,vertical_bar_1,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,46,46,0,100,2025-02-23T20:29:44.291Z,2025-02-23T20:29:51.936Z,7645,7645,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,2-question,2,vertical_bar_2,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,53,54,0,100,2025-02-23T20:29:52.038Z,2025-02-23T20:29:57.911Z,5873,5873,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,3-question,3,vertical_bar_3,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,49,49,0,100,2025-02-23T20:29:58.004Z,2025-02-23T20:30:03.738Z,5734,5734,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,4-question,4,vertical_bar_4,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,62,62,0,100,2025-02-23T20:30:03.835Z,2025-02-23T20:30:10.623Z,6788,6788,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,5-question,5,vertical_bar_5,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,26,26,0,100,2025-02-23T20:30:10.744Z,2025-02-23T20:30:17.899Z,7155,7155,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,6-question,6,vertical_bar_6,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,65,65,0,100,2025-02-23T20:30:17.995Z,2025-02-23T20:30:23.008Z,5013,5013,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,7-question,7,vertical_bar_7,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,66,66,0,100,2025-02-23T20:30:23.096Z,2025-02-23T20:30:28.415Z,5319,5319,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,8-question,8,vertical_bar_8,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,57,56,0,100,2025-02-23T20:30:28.494Z,2025-02-23T20:30:36.482Z,7988,7988,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,9-question,9,vertical_bar_9,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,35,35,0,100,2025-02-23T20:30:36.561Z,2025-02-23T20:30:42.009Z,5448,5448,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,10-question,10,vertical_bar_10,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,28,28,0,100,2025-02-23T20:30:42.089Z,2025-02-23T20:30:47.327Z,5238,5238,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,11-question,11,vertical_bar_11,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,63,64,0,100,2025-02-23T20:30:47.415Z,2025-02-23T20:30:53.272Z,5857,5857,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,12-question,12,vertical_bar_12,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,19,19,0,100,2025-02-23T20:30:53.382Z,2025-02-23T20:30:59.621Z,6239,6239,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,13-question,13,vertical_bar_13,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,35,36,0,100,2025-02-23T20:30:59.713Z,2025-02-23T20:31:06.329Z,6616,6616,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,14-question,14,vertical_bar_14,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,41,42,0,100,2025-02-23T20:31:06.466Z,2025-02-23T20:31:12.230Z,5764,5764,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,15-question,15,vertical_bar_15,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,50,50,0,100,2025-02-23T20:31:12.337Z,2025-02-23T20:31:18.698Z,6361,6361,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,16-question,16,vertical_bar_16,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,21,22,0,100,2025-02-23T20:31:18.785Z,2025-02-23T20:31:24.673Z,5888,5888,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,17-question,17,vertical_bar_17,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,27,27,0,100,2025-02-23T20:31:24.762Z,2025-02-23T20:31:30.439Z,5677,5677,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,18-question,18,vertical_bar_18,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,55,55,0,100,2025-02-23T20:31:30.525Z,2025-02-23T20:31:35.952Z,5427,5427,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,19-question,19,vertical_bar_19,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,63,63,0,100,2025-02-23T20:31:36.028Z,2025-02-23T20:31:42.720Z,6692,6692,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,20-question,20,vertical_bar_20,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,37,37,0,100,2025-02-23T20:31:42.804Z,2025-02-23T20:31:50.069Z,7265,7265,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,21-question,21,horizontal_bar_1,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,74,75,0,100,2025-02-23T20:31:50.148Z,2025-02-23T20:31:58.108Z,7960,7960,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,22-question,22,horizontal_bar_2,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,46,46,0,100,2025-02-23T20:31:58.210Z,2025-02-23T20:32:05.486Z,7276,7276,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
181483a1-6cb3-4c78-9413-cacebd5f77f9,23-question,23,horizontal_bar_3,completed,undefined,undefined,100,undefined,undefined,What is the value of the 5th bar?,68,68,0,100,2025-02-23T20:32:05.591Z,2025-02-23T20:32:11.118Z,5527,5527,b7fc42a100481c539bc6a338de835be537d8b7b9f814e461da79c0329ed005ef
